,O*NET-SOC Code,Element Name,Data Value
58125,51-4041.00,Persuasion,2.5
58121,51-4041.00,Social Perceptiveness,2.75
68198,51-4051.00,Assisting and Caring for Others,2.56
280728,51-4051.00,"Cramped Work Space, Awkward Positions",2.66
54897,51-4051.00,Fine Arts,0.04
86471,51-4051.00,Finger Dexterity,3.0
86469,51-4051.00,Manual Dexterity,3.25
58197,51-4051.00,Negotiation,2.0
86435,51-4051.00,Originality,2.0
58195,51-4051.00,Persuasion,2.25
58191,51-4051.00,Social Perceptiveness,2.38
68280,51-4052.00,Assisting and Caring for Others,2.69
281066,51-4052.00,"Cramped Work Space, Awkward Positions",2.67
54963,51-4052.00,Fine Arts,0.67
86575,51-4052.00,Finger Dexterity,3.0
86573,51-4052.00,Manual Dexterity,3.25
58267,51-4052.00,Negotiation,2.12
86539,51-4052.00,Originality,2.12
58265,51-4052.00,Persuasion,2.12
58261,51-4052.00,Social Perceptiveness,2.12
68362,51-4061.00,Assisting and Caring for Others,2.29
281404,51-4061.00,"Cramped Work Space, Awkward Positions",2.29
55029,51-4061.00,Fine Arts,0.05
86679,51-4061.00,Finger Dexterity,3.25
86677,51-4061.00,Manual Dexterity,3.38
58337,51-4061.00,Negotiation,1.38
86643,51-4061.00,Originality,2.75
58335,51-4061.00,Persuasion,1.88
58331,51-4061.00,Social Perceptiveness,2.62
68444,51-4062.00,Assisting and Caring for Others,1.68
281742,51-4062.00,"Cramped Work Space, Awkward Positions",2.71
55095,51-4062.00,Fine Arts,0.04
86783,51-4062.00,Finger Dexterity,3.12
86781,51-4062.00,Manual Dexterity,3.12
58407,51-4062.00,Negotiation,1.75
86747,51-4062.00,Originality,2.5
58405,51-4062.00,Persuasion,1.75
58401,51-4062.00,Social Perceptiveness,2.5
68526,51-4071.00,Assisting and Caring for Others,2.71
282080,51-4071.00,"Cramped Work Space, Awkward Positions",2.52
55161,51-4071.00,Fine Arts,0.13
86887,51-4071.00,Finger Dexterity,3.25
86885,51-4071.00,Manual Dexterity,3.62
58477,51-4071.00,Negotiation,1.12
86851,51-4071.00,Originality,1.25
58475,51-4071.00,Persuasion,1.25
58471,51-4071.00,Social Perceptiveness,2.12
68608,51-4072.00,Assisting and Caring for Others,2.47
282418,51-4072.00,"Cramped Work Space, Awkward Positions",2.35
55227,51-4072.00,Fine Arts,0.02
86991,51-4072.00,Finger Dexterity,3.12
86989,51-4072.00,Manual Dexterity,3.0
58547,51-4072.00,Negotiation,2.0
86955,51-4072.00,Originality,2.25
58545,51-4072.00,Persuasion,2.0
58541,51-4072.00,Social Perceptiveness,2.12
68690,51-4081.00,Assisting and Caring for Others,2.0
282756,51-4081.00,"Cramped Work Space, Awkward Positions",2.8
55293,51-4081.00,Fine Arts,0.68
87095,51-4081.00,Finger Dexterity,3.25
87093,51-4081.00,Manual Dexterity,3.12
58617,51-4081.00,Negotiation,2.0
87059,51-4081.00,Originality,2.12
58615,51-4081.00,Persuasion,2.12
58611,51-4081.00,Social Perceptiveness,2.12
68772,51-4111.00,Assisting and Caring for Others,2.51
283094,51-4111.00,"Cramped Work Space, Awkward Positions",1.58
55359,51-4111.00,Fine Arts,0.17
87199,51-4111.00,Finger Dexterity,3.38
87197,51-4111.00,Manual Dexterity,3.0
58687,51-4111.00,Negotiation,1.38
87163,51-4111.00,Originality,2.88
58685,51-4111.00,Persuasion,1.62
58681,51-4111.00,Social Perceptiveness,2.0
68854,51-4121.06,Assisting and Caring for Others,3.25
283432,51-4121.06,"Cramped Work Space, Awkward Positions",2.56
55425,51-4121.06,Fine Arts,0.27
87303,51-4121.06,Finger Dexterity,3.38
87301,51-4121.06,Manual Dexterity,2.88
58757,51-4121.06,Negotiation,1.75
87267,51-4121.06,Originality,2.38
58755,51-4121.06,Persuasion,2.12
58751,51-4121.06,Social Perceptiveness,2.25
68936,51-4121.07,Assisting and Caring for Others,2.24
283770,51-4121.07,"Cramped Work Space, Awkward Positions",1.21
55491,51-4121.07,Fine Arts,0.09
87407,51-4121.07,Finger Dexterity,3.25
87405,51-4121.07,Manual Dexterity,2.88
58827,51-4121.07,Negotiation,1.38
87371,51-4121.07,Originality,0.88
58825,51-4121.07,Persuasion,1.38
58821,51-4121.07,Social Perceptiveness,2.0
69018,51-4122.00,Assisting and Caring for Others,2.53
284108,51-4122.00,"Cramped Work Space, Awkward Positions",2.89
55557,51-4122.00,Fine Arts,0.19
87511,51-4122.00,Finger Dexterity,3.25
87509,51-4122.00,Manual Dexterity,3.12
58897,51-4122.00,Negotiation,1.75
87475,51-4122.00,Originality,1.62
58895,51-4122.00,Persuasion,1.75
58891,51-4122.00,Social Perceptiveness,2.5
69100,51-4191.00,Assisting and Caring for Others,2.05
284446,51-4191.00,"Cramped Work Space, Awkward Positions",2.85
55623,51-4191.00,Fine Arts,0.02
87615,51-4191.00,Finger Dexterity,3.0
87613,51-4191.00,Manual Dexterity,3.12
58967,51-4191.00,Negotiation,1.62
87579,51-4191.00,Originality,1.88
58965,51-4191.00,Persuasion,1.88
58961,51-4191.00,Social Perceptiveness,2.5
69182,51-4192.00,Assisting and Caring for Others,3.01
284784,51-4192.00,"Cramped Work Space, Awkward Positions",2.92
55689,51-4192.00,Fine Arts,0.11
87719,51-4192.00,Finger Dexterity,3.12
87717,51-4192.00,Manual Dexterity,3.12
59037,51-4192.00,Negotiation,1.62
87683,51-4192.00,Originality,2.25
59035,51-4192.00,Persuasion,1.75
59031,51-4192.00,Social Perceptiveness,2.75
69264,51-4193.00,Assisting and Caring for Others,2.5
285122,51-4193.00,"Cramped Work Space, Awkward Positions",2.0
55755,51-4193.00,Fine Arts,0.08
87823,51-4193.00,Finger Dexterity,3.0
87821,51-4193.00,Manual Dexterity,3.25
59107,51-4193.00,Negotiation,2.12
87787,51-4193.00,Originality,2.25
59105,51-4193.00,Persuasion,2.12
59101,51-4193.00,Social Perceptiveness,2.25
69346,51-4194.00,Assisting and Caring for Others,2.38
285460,51-4194.00,"Cramped Work Space, Awkward Positions",2.19
55821,51-4194.00,Fine Arts,0.45
87927,51-4194.00,Finger Dexterity,3.5
87925,51-4194.00,Manual Dexterity,3.5
59177,51-4194.00,Negotiation,2.0
87891,51-4194.00,Originality,2.12
59175,51-4194.00,Persuasion,2.12
59171,51-4194.00,Social Perceptiveness,2.12
69428,51-5111.00,Assisting and Caring for Others,2.1
285798,51-5111.00,"Cramped Work Space, Awkward Positions",1.33
55887,51-5111.00,Fine Arts,1.99
88031,51-5111.00,Finger Dexterity,2.75
88029,51-5111.00,Manual Dexterity,2.75
59247,51-5111.00,Negotiation,2.12
87995,51-5111.00,Originality,3.0
59245,51-5111.00,Persuasion,2.38
59241,51-5111.00,Social Perceptiveness,2.75
69510,51-5112.00,Assisting and Caring for Others,2.21
286136,51-5112.00,"Cramped Work Space, Awkward Positions",3.18
55953,51-5112.00,Fine Arts,0.03
88135,51-5112.00,Finger Dexterity,3.62
88133,51-5112.00,Manual Dexterity,3.12
59317,51-5112.00,Negotiation,2.25
88099,51-5112.00,Originality,2.62
59315,51-5112.00,Persuasion,2.5
59311,51-5112.00,Social Perceptiveness,2.88
69592,51-5113.00,Assisting and Caring for Others,2.5
286474,51-5113.00,"Cramped Work Space, Awkward Positions",2.47
56019,51-5113.00,Fine Arts,0.25
88239,51-5113.00,Finger Dexterity,3.25
88237,51-5113.00,Manual Dexterity,3.12
59387,51-5113.00,Negotiation,1.88
88203,51-5113.00,Originality,2.38
59385,51-5113.00,Persuasion,2.25
59381,51-5113.00,Social Perceptiveness,2.62
69674,51-6011.00,Assisting and Caring for Others,3.1
286812,51-6011.00,"Cramped Work Space, Awkward Positions",1.32
56085,51-6011.00,Fine Arts,0.28
88343,51-6011.00,Finger Dexterity,3.0
88341,51-6011.00,Manual Dexterity,2.62
59457,51-6011.00,Negotiation,2.12
88307,51-6011.00,Originality,2.0
59455,51-6011.00,Persuasion,2.12
59451,51-6011.00,Social Perceptiveness,2.25
69756,51-6021.00,Assisting and Caring for Others,2.98
287150,51-6021.00,"Cramped Work Space, Awkward Positions",1.69
56151,51-6021.00,Fine Arts,0.31
88447,51-6021.00,Finger Dexterity,3.12
88445,51-6021.00,Manual Dexterity,3.0
59527,51-6021.00,Negotiation,1.12
88411,51-6021.00,Originality,1.25
59525,51-6021.00,Persuasion,1.25
59521,51-6021.00,Social Perceptiveness,1.75
69838,51-6031.00,Assisting and Caring for Others,2.26
287488,51-6031.00,"Cramped Work Space, Awkward Positions",1.56
56217,51-6031.00,Fine Arts,0.18
88551,51-6031.00,Finger Dexterity,3.25
88549,51-6031.00,Manual Dexterity,3.25
59597,51-6031.00,Negotiation,1.5
88515,51-6031.00,Originality,1.25
59595,51-6031.00,Persuasion,1.5
59591,51-6031.00,Social Perceptiveness,1.88
69920,51-6041.00,Assisting and Caring for Others,2.12
287826,51-6041.00,"Cramped Work Space, Awkward Positions",1.59
56283,51-6041.00,Fine Arts,0.55
88655,51-6041.00,Finger Dexterity,3.0
88653,51-6041.00,Manual Dexterity,3.0
59667,51-6041.00,Negotiation,1.38
88619,51-6041.00,Originality,0.88
59665,51-6041.00,Persuasion,2.12
59661,51-6041.00,Social Perceptiveness,2.25
70002,51-6042.00,Assisting and Caring for Others,2.35
288164,51-6042.00,"Cramped Work Space, Awkward Positions",1.27
56349,51-6042.00,Fine Arts,1.12
88759,51-6042.00,Finger Dexterity,3.38
88757,51-6042.00,Manual Dexterity,3.13
59737,51-6042.00,Negotiation,1.25
88723,51-6042.00,Originality,1.88
59735,51-6042.00,Persuasion,1.62
59731,51-6042.00,Social Perceptiveness,1.88
70084,51-6051.00,Assisting and Caring for Others,1.81
288502,51-6051.00,"Cramped Work Space, Awkward Positions",1.37
56415,51-6051.00,Fine Arts,2.48
88863,51-6051.00,Finger Dexterity,4.25
88861,51-6051.00,Manual Dexterity,3.75
59807,51-6051.00,Negotiation,2.0
88827,51-6051.00,Originality,2.38
59805,51-6051.00,Persuasion,1.88
59801,51-6051.00,Social Perceptiveness,2.0
70166,51-6052.00,Assisting and Caring for Others,2.79
288840,51-6052.00,"Cramped Work Space, Awkward Positions",2.18
56481,51-6052.00,Fine Arts,0.66
88967,51-6052.00,Finger Dexterity,3.75
88965,51-6052.00,Manual Dexterity,3.0
59877,51-6052.00,Negotiation,2.25
88931,51-6052.00,Originality,2.63
59875,51-6052.00,Persuasion,2.12
59871,51-6052.00,Social Perceptiveness,2.62
70248,51-6061.00,Assisting and Caring for Others,2.71
289178,51-6061.00,"Cramped Work Space, Awkward Positions",1.78
56547,51-6061.00,Fine Arts,0.86
89071,51-6061.00,Finger Dexterity,3.25
89069,51-6061.00,Manual Dexterity,2.88
59947,51-6061.00,Negotiation,1.62
89035,51-6061.00,Originality,2.13
59945,51-6061.00,Persuasion,1.88
59941,51-6061.00,Social Perceptiveness,2.38
70330,51-6062.00,Assisting and Caring for Others,2.6
289516,51-6062.00,"Cramped Work Space, Awkward Positions",1.13
56613,51-6062.00,Fine Arts,0.04
89175,51-6062.00,Finger Dexterity,3.13
89173,51-6062.00,Manual Dexterity,3.25
60017,51-6062.00,Negotiation,1.88
89139,51-6062.00,Originality,2.13
60015,51-6062.00,Persuasion,2.0
60011,51-6062.00,Social Perceptiveness,2.0
70412,51-6063.00,Assisting and Caring for Others,2.26
289854,51-6063.00,"Cramped Work Space, Awkward Positions",2.83
56679,51-6063.00,Fine Arts,0.26
89279,51-6063.00,Finger Dexterity,3.63
89277,51-6063.00,Manual Dexterity,3.13
60087,51-6063.00,Negotiation,1.38
89243,51-6063.00,Originality,1.5
60085,51-6063.00,Persuasion,1.75
60081,51-6063.00,Social Perceptiveness,1.88
70494,51-6064.00,Assisting and Caring for Others,2.62
290192,51-6064.00,"Cramped Work Space, Awkward Positions",2.17
56745,51-6064.00,Fine Arts,0.09
89383,51-6064.00,Finger Dexterity,3.75
89381,51-6064.00,Manual Dexterity,3.38
60157,51-6064.00,Negotiation,2.12
89347,51-6064.00,Originality,2.0
60155,51-6064.00,Persuasion,2.12
60151,51-6064.00,Social Perceptiveness,2.25
70576,51-6091.00,Assisting and Caring for Others,2.87
290530,51-6091.00,"Cramped Work Space, Awkward Positions",2.8
56811,51-6091.00,Fine Arts,0.25
89487,51-6091.00,Finger Dexterity,3.25
89485,51-6091.00,Manual Dexterity,3.0
60227,51-6091.00,Negotiation,2.12
89451,51-6091.00,Originality,2.25
60225,51-6091.00,Persuasion,2.38
60221,51-6091.00,Social Perceptiveness,2.62
70658,51-6092.00,Assisting and Caring for Others,2.42
290868,51-6092.00,"Cramped Work Space, Awkward Positions",1.48
56877,51-6092.00,Fine Arts,1.59
89591,51-6092.00,Finger Dexterity,3.12
89589,51-6092.00,Manual Dexterity,2.88
60297,51-6092.00,Negotiation,2.62
89555,51-6092.00,Originality,3.88
60295,51-6092.00,Persuasion,2.62
60291,51-6092.00,Social Perceptiveness,2.88
70740,51-6093.00,Assisting and Caring for Others,2.39
291206,51-6093.00,"Cramped Work Space, Awkward Positions",2.34
56943,51-6093.00,Fine Arts,0.12
89695,51-6093.00,Finger Dexterity,4.0
89693,51-6093.00,Manual Dexterity,3.88
60367,51-6093.00,Negotiation,2.25
89659,51-6093.00,Originality,3.0
60365,51-6093.00,Persuasion,2.5
60361,51-6093.00,Social Perceptiveness,2.5
70822,51-7011.00,Assisting and Caring for Others,2.09
291544,51-7011.00,"Cramped Work Space, Awkward Positions",2.24
57009,51-7011.00,Fine Arts,0.36
89799,51-7011.00,Finger Dexterity,3.88
89797,51-7011.00,Manual Dexterity,3.75
60437,51-7011.00,Negotiation,2.0
89763,51-7011.00,Originality,2.75
60435,51-7011.00,Persuasion,2.25
60431,51-7011.00,Social Perceptiveness,2.38
70904,51-7021.00,Assisting and Caring for Others,2.92
291882,51-7021.00,"Cramped Work Space, Awkward Positions",1.23
57075,51-7021.00,Fine Arts,0.47
89903,51-7021.00,Finger Dexterity,3.25
89901,51-7021.00,Manual Dexterity,3.75
60507,51-7021.00,Negotiation,2.12
89867,51-7021.00,Originality,2.88
60505,51-7021.00,Persuasion,2.0
60501,51-7021.00,Social Perceptiveness,2.62
70986,51-7031.00,Assisting and Caring for Others,2.03
292220,51-7031.00,"Cramped Work Space, Awkward Positions",1.67
57141,51-7031.00,Fine Arts,0.76
90007,51-7031.00,Finger Dexterity,3.63
90005,51-7031.00,Manual Dexterity,3.25
60577,51-7031.00,Negotiation,1.88
89971,51-7031.00,Originality,2.75
60575,51-7031.00,Persuasion,1.88
60571,51-7031.00,Social Perceptiveness,2.5
71068,51-7032.00,Assisting and Caring for Others,2.35
292558,51-7032.00,"Cramped Work Space, Awkward Positions",2.81
57207,51-7032.00,Fine Arts,0.2
90111,51-7032.00,Finger Dexterity,3.5
90109,51-7032.00,Manual Dexterity,3.75
60647,51-7032.00,Negotiation,1.62
90075,51-7032.00,Originality,2.38
60645,51-7032.00,Persuasion,2.0
60641,51-7032.00,Social Perceptiveness,2.5
71150,51-7041.00,Assisting and Caring for Others,2.17
292896,51-7041.00,"Cramped Work Space, Awkward Positions",2.53
57273,51-7041.00,Fine Arts,0.1
90215,51-7041.00,Finger Dexterity,3.12
90213,51-7041.00,Manual Dexterity,3.0
60717,51-7041.00,Negotiation,1.62
90179,51-7041.00,Originality,1.75
60715,51-7041.00,Persuasion,1.62
60711,51-7041.00,Social Perceptiveness,2.25
71232,51-7042.00,Assisting and Caring for Others,2.02
293234,51-7042.00,"Cramped Work Space, Awkward Positions",2.99
57339,51-7042.00,Fine Arts,0.0
90319,51-7042.00,Finger Dexterity,3.25
90317,51-7042.00,Manual Dexterity,3.25
60787,51-7042.00,Negotiation,1.38
90283,51-7042.00,Originality,2.0
60785,51-7042.00,Persuasion,1.75
60781,51-7042.00,Social Perceptiveness,2.0
71314,51-8011.00,Assisting and Caring for Others,1.94
293572,51-8011.00,"Cramped Work Space, Awkward Positions",1.94
57405,51-8011.00,Fine Arts,0.08
90423,51-8011.00,Finger Dexterity,2.75
90421,51-8011.00,Manual Dexterity,2.0
60857,51-8011.00,Negotiation,2.75
90387,51-8011.00,Originality,3.0
60855,51-8011.00,Persuasion,2.88
60851,51-8011.00,Social Perceptiveness,3.12
71396,51-8012.00,Assisting and Caring for Others,2.37
293910,51-8012.00,"Cramped Work Space, Awkward Positions",1.68
57471,51-8012.00,Fine Arts,0.0
90527,51-8012.00,Finger Dexterity,2.75
90525,51-8012.00,Manual Dexterity,2.0
60927,51-8012.00,Negotiation,2.75
90491,51-8012.00,Originality,2.88
60925,51-8012.00,Persuasion,2.62
60921,51-8012.00,Social Perceptiveness,3.0
71478,51-8013.00,Assisting and Caring for Others,2.59
294248,51-8013.00,"Cramped Work Space, Awkward Positions",2.84
57537,51-8013.00,Fine Arts,0.08
90631,51-8013.00,Finger Dexterity,3.12
90629,51-8013.00,Manual Dexterity,3.0
60997,51-8013.00,Negotiation,1.62
90595,51-8013.00,Originality,2.75
60995,51-8013.00,Persuasion,2.0
60991,51-8013.00,Social Perceptiveness,2.75
71560,51-8021.00,Assisting and Caring for Others,2.83
294586,51-8021.00,"Cramped Work Space, Awkward Positions",2.75
57603,51-8021.00,Fine Arts,0.06
90735,51-8021.00,Finger Dexterity,3.0
90733,51-8021.00,Manual Dexterity,3.0
61067,51-8021.00,Negotiation,2.12
90699,51-8021.00,Originality,2.12
61065,51-8021.00,Persuasion,2.12
61061,51-8021.00,Social Perceptiveness,2.12
71642,51-8031.00,Assisting and Caring for Others,3.09
294924,51-8031.00,"Cramped Work Space, Awkward Positions",2.81
57669,51-8031.00,Fine Arts,0.0
90839,51-8031.00,Finger Dexterity,3.0
90837,51-8031.00,Manual Dexterity,3.0
61137,51-8031.00,Negotiation,1.88
90803,51-8031.00,Originality,2.5
61135,51-8031.00,Persuasion,2.0
61131,51-8031.00,Social Perceptiveness,2.88
71724,51-8091.00,Assisting and Caring for Others,1.88
295262,51-8091.00,"Cramped Work Space, Awkward Positions",3.34
57735,51-8091.00,Fine Arts,0.01
90943,51-8091.00,Finger Dexterity,3.12
90941,51-8091.00,Manual Dexterity,3.0
61207,51-8091.00,Negotiation,2.12
90907,51-8091.00,Originality,2.12
61205,51-8091.00,Persuasion,2.12
61201,51-8091.00,Social Perceptiveness,2.62
71806,51-8092.00,Assisting and Caring for Others,2.46
295600,51-8092.00,"Cramped Work Space, Awkward Positions",3.2
57801,51-8092.00,Fine Arts,0.0
91047,51-8092.00,Finger Dexterity,3.0
91045,51-8092.00,Manual Dexterity,2.75
61277,51-8092.00,Negotiation,2.62
91011,51-8092.00,Originality,2.5
61275,51-8092.00,Persuasion,2.5
61271,51-8092.00,Social Perceptiveness,2.62
71888,51-8093.00,Assisting and Caring for Others,2.62
295938,51-8093.00,"Cramped Work Space, Awkward Positions",3.23
57867,51-8093.00,Fine Arts,0.07
91151,51-8093.00,Finger Dexterity,2.88
91149,51-8093.00,Manual Dexterity,3.0
61347,51-8093.00,Negotiation,2.5
91115,51-8093.00,Originality,2.63
61345,51-8093.00,Persuasion,2.38
61341,51-8093.00,Social Perceptiveness,2.62
71970,51-8099.01,Assisting and Caring for Others,2.86
296276,51-8099.01,"Cramped Work Space, Awkward Positions",3.12
57933,51-8099.01,Fine Arts,0.1
91255,51-8099.01,Finger Dexterity,3.25
91253,51-8099.01,Manual Dexterity,3.25
61417,51-8099.01,Negotiation,2.62
91219,51-8099.01,Originality,2.75
61415,51-8099.01,Persuasion,2.5
61411,51-8099.01,Social Perceptiveness,3.12
72052,51-8099.03,Assisting and Caring for Others,2.69
296614,51-8099.03,"Cramped Work Space, Awkward Positions",2.87
57999,51-8099.03,Fine Arts,0.2
91359,51-8099.03,Finger Dexterity,3.12
91357,51-8099.03,Manual Dexterity,3.0
61487,51-8099.03,Negotiation,2.38
91323,51-8099.03,Originality,2.38
61485,51-8099.03,Persuasion,2.62
61481,51-8099.03,Social Perceptiveness,2.88
72134,51-8099.04,Assisting and Caring for Others,3.07
296952,51-8099.04,"Cramped Work Space, Awkward Positions",3.8
58065,51-8099.04,Fine Arts,0.49
91463,51-8099.04,Finger Dexterity,3.25
91461,51-8099.04,Manual Dexterity,3.0
61557,51-8099.04,Negotiation,2.38
91427,51-8099.04,Originality,2.62
61555,51-8099.04,Persuasion,2.62
61551,51-8099.04,Social Perceptiveness,2.75
72216,51-9011.00,Assisting and Caring for Others,3.07
297290,51-9011.00,"Cramped Work Space, Awkward Positions",3.47
58131,51-9011.00,Fine Arts,0.25
91567,51-9011.00,Finger Dexterity,3.0
91565,51-9011.00,Manual Dexterity,3.0
61627,51-9011.00,Negotiation,1.62
91531,51-9011.00,Originality,2.25
61625,51-9011.00,Persuasion,1.88
61621,51-9011.00,Social Perceptiveness,2.62
72298,51-9012.00,Assisting and Caring for Others,2.21
297628,51-9012.00,"Cramped Work Space, Awkward Positions",3.03
58197,51-9012.00,Fine Arts,0.05
91671,51-9012.00,Finger Dexterity,3.0
91669,51-9012.00,Manual Dexterity,3.0
61697,51-9012.00,Negotiation,2.0
91635,51-9012.00,Originality,2.12
61695,51-9012.00,Persuasion,2.12
61691,51-9012.00,Social Perceptiveness,2.62
72380,51-9021.00,Assisting and Caring for Others,2.94
